
[parse_sam] # Query: 0 len=1163
CUFF.2276.1: no touched! length 3599
CUFF.2277.1: no touched! length 7758
CUFF.2278.1: no touched! length 2136
CUFF.2279.1: no touched! length 1290
CUFF.2280.1: no touched! length 4513
CUFF.2281.1: no touched! length 3930
CUFF.2282.1: no touched! length 3214
CUFF.2283.1: no touched! length 1836
CUFF.2284.1: no touched! length 3427
CUFF.2285.1: no touched! length 3017
CUFF.2286.1: no touched! length 1679
CUFF.2287.1: no touched! length 568
CUFF.2288.1: no touched! length 1459
CUFF.2289.1: no touched! length 2603
CUFF.2290.1: no touched! length 2753
CUFF.2291.1: no touched! length 3449
CUFF.2292.1: no touched! length 634
CUFF.2293.1: no touched! length 1306
CUFF.2294.1: no touched! length 3866
CUFF.2295.1: no touched! length 4219
CUFF.2296.1: no touched! length 1505
CUFF.2297.1: no touched! length 1921
CUFF.2298.1: no touched! length 4654
CUFF.2299.1: no touched! length 5286
CUFF.2300.1: no touched! length 2358
CUFF.2301.1: no touched! length 718
CUFF.2302.1: no touched! length 1361
CUFF.2303.1: no touched! length 2765
CUFF.2304.1: no touched! length 2497
CUFF.2305.1: no touched! length 1323
CUFF.2306.1: no touched! length 1552
CUFF.2307.1: no touched! length 1806
CUFF.2308.1: no touched! length 930
CUFF.2309.1: no touched! length 5242
CUFF.2310.1: no touched! length 4162
CUFF.2311.1: no touched! length 563
CUFF.2312.1: no touched! length 3260
CUFF.2313.1: no touched! length 3840
CUFF.2314.1: no touched! length 1967
CUFF.2315.1: no touched! length 3513
CUFF.2316.1: no touched! length 3175
CUFF.2317.1: no touched! length 1430
CUFF.2318.1: no touched! length 7471
CUFF.2319.1: no touched! length 1264
CUFF.2320.1: no touched! length 6562
CUFF.2321.1: no touched! length 1236
CUFF.2322.1: no touched! length 966
CUFF.2323.1: no touched! length 1305
CUFF.2324.1: no touched! length 1805
CUFF.2325.1: no touched! length 915
CUFF.2326.1: no touched! length 3931
CUFF.2327.1: no touched! length 712
CUFF.2328.1: no touched! length 1790
CUFF.2329.1: no touched! length 676
CUFF.2330.1: no touched! length 1828
CUFF.2331.1: no touched! length 2132
CUFF.2332.1: no touched! length 1265
CUFF.2333.1: no touched! length 2864
CUFF.2334.1: no touched! length 2418
CUFF.2335.1: no touched! length 1360
CUFF.2336.1: no touched! length 3442
CUFF.2337.1: no touched! length 1564
CUFF.2338.1: no touched! length 786
CUFF.2339.1: no touched! length 1396
CUFF.2340.1: no touched! length 331
CUFF.2341.1: no touched! length 4302
CUFF.2342.1: no touched! length 1434
CUFF.2343.1: no touched! length 2601
CUFF.2344.1: no touched! length 2863
CUFF.2345.1: no touched! length 1931
CUFF.2346.1: no touched! length 992
CUFF.2347.1: no touched! length 1083
CUFF.2348.1: no touched! length 2495
CUFF.2349.1: no touched! length 285
CUFF.2350.1: no touched! length 969
CUFF.2351.1: no touched! length 2814
CUFF.2352.1: no touched! length 371
CUFF.2353.1: no touched! length 1314
CUFF.2354.1: no touched! length 1005
CUFF.2355.1: no touched! length 1316
CUFF.2356.1: no touched! length 2099
CUFF.2357.1: no touched! length 2191
CUFF.2358.1: no touched! length 1834
CUFF.2359.1: no touched! length 1023
CUFF.2360.1: no touched! length 1209
CUFF.2361.1: no touched! length 1733
CUFF.2362.1: no touched! length 1252
CUFF.2363.1: no touched! length 673
CUFF.2364.1: no touched! length 2058
CUFF.2365.1: no touched! length 1542
CUFF.2366.1: no touched! length 2140
CUFF.2367.1: no touched! length 1753
CUFF.2368.1: no touched! length 2595
CUFF.2369.1: no touched! length 1506
CUFF.2370.1: no touched! length 1888
CUFF.2371.1: no touched! length 5780
CUFF.2372.1: no touched! length 3001
CUFF.2373.1: no touched! length 332
CUFF.2374.1: no touched! length 3485
CUFF.2375.1: no touched! length 765
CUFF.2376.1: no touched! length 1773
CUFF.2377.1: no touched! length 735
CUFF.2378.1: no touched! length 4889
CUFF.2379.1: no touched! length 1994
CUFF.2380.1: no touched! length 2322
CUFF.2381.1: no touched! length 1143
CUFF.2382.1: no touched! length 2088
CUFF.2383.1: no touched! length 1748
CUFF.2384.1: no touched! length 910
CUFF.2385.1: no touched! length 1332
CUFF.2386.1: no touched! length 2059
CUFF.2387.1: no touched! length 2267
CUFF.2388.1: no touched! length 299
CUFF.2389.1: no touched! length 2683
CUFF.2390.1: no touched! length 912
CUFF.2391.1: no touched! length 3336
CUFF.2392.1: no touched! length 3265
CUFF.2393.1: no touched! length 2788
CUFF.2394.1: no touched! length 2364
CUFF.2395.1: no touched! length 1099
CUFF.2396.1: no touched! length 1648
CUFF.2397.1: no touched! length 1480
CUFF.2398.1: no touched! length 3066
CUFF.2399.1: no touched! length 4950
CUFF.2400.1: no touched! length 1889
CUFF.2401.1: no touched! length 1102
CUFF.2402.1: no touched! length 1905
CUFF.2403.1: no touched! length 2155
CUFF.2404.1: no touched! length 3062
CUFF.2405.1: no touched! length 1627
CUFF.2406.1: no touched! length 4464
CUFF.2407.1: no touched! length 2438
CUFF.2408.1: no touched! length 2274
CUFF.2409.1: no touched! length 2498
CUFF.2410.1: no touched! length 1602
CUFF.2411.1: no touched! length 1786
CUFF.2412.1: no touched! length 2895
CUFF.2413.1: no touched! length 778
CUFF.2414.1: no touched! length 1419
CUFF.2415.1: no touched! length 643
CUFF.2416.1: no touched! length 6631
CUFF.2417.1: no touched! length 1094
CUFF.2418.1: no touched! length 3036
CUFF.2419.1: no touched! length 5695
CUFF.2420.1: no touched! length 3127
CUFF.2421.1: no touched! length 743
CUFF.2422.1: no touched! length 295
CUFF.2423.1: no touched! length 1862
CUFF.2424.1: no touched! length 2099
CUFF.2425.1: no touched! length 1844
CUFF.2426.1: no touched! length 2087
CUFF.2427.1: no touched! length 2164
CUFF.2428.1: no touched! length 2989
CUFF.2429.1: no touched! length 3548
CUFF.2430.1: no touched! length 1766
CUFF.2431.1: no touched! length 369
CUFF.2432.1: no touched! length 3387
CUFF.2433.1: no touched! length 1250
CUFF.2434.1: no touched! length 303
CUFF.2435.1: no touched! length 7764
CUFF.2436.1: no touched! length 5144
CUFF.2437.1: no touched! length 1867
CUFF.2438.1: no touched! length 4310
CUFF.2439.1: no touched! length 1075
CUFF.2440.1: no touched! length 3365
CUFF.2441.1: no touched! length 2054
CUFF.2442.1: no touched! length 1593
CUFF.2443.1: no touched! length 1687
CUFF.2444.1: no touched! length 2009
CUFF.2445.1: no touched! length 2139
CUFF.2446.1: no touched! length 3072
CUFF.2447.1: no touched! length 1514
CUFF.2448.1: no touched! length 4909
CUFF.2449.1: no touched! length 3389
CUFF.2450.1: no touched! length 448
CUFF.2451.1: no touched! length 3272
CUFF.2452.1: no touched! length 5470
CUFF.2453.1: no touched! length 1529
CUFF.2454.1: no touched! length 1498
CUFF.2455.1: no touched! length 1397
CUFF.2456.1: no touched! length 1707
CUFF.2457.1: no touched! length 3093
CUFF.2458.1: no touched! length 4240
CUFF.2459.1: no touched! length 4963
CUFF.2460.1: no touched! length 1656
CUFF.2461.1: no touched! length 2112
CUFF.2462.1: no touched! length 3445
CUFF.2463.1: no touched! length 3350
CUFF.2464.1: no touched! length 2110
CUFF.2465.1: no touched! length 1535
CUFF.2466.1: no touched! length 2343
CUFF.2467.1: no touched! length 4814
CUFF.2468.1: no touched! length 8704
CUFF.2469.1: no touched! length 7177
CUFF.2470.1: no touched! length 2022
CUFF.2471.1: no touched! length 2802
CUFF.2472.1: no touched! length 6063
CUFF.2473.1: no touched! length 1927
CUFF.2474.1: no touched! length 2494
CUFF.2475.1: no touched! length 2390
CUFF.2476.1: no touched! length 3723
CUFF.2477.1: no touched! length 2352
CUFF.2478.1: no touched! length 3350
CUFF.2479.1: no touched! length 605
CUFF.2480.1: no touched! length 2558
CUFF.2481.1: no touched! length 2282
CUFF.2482.1: no touched! length 2825
CUFF.2483.1: no touched! length 1835
CUFF.2484.1: no touched! length 2706
CUFF.2485.1: no touched! length 3778
CUFF.2486.1: no touched! length 1923
CUFF.2487.1: no touched! length 1363
CUFF.2488.1: no touched! length 3698
CUFF.2489.1: no touched! length 2553
CUFF.2490.1: no touched! length 2611
CUFF.2491.1: no touched! length 1976
CUFF.2492.1: no touched! length 4367
CUFF.2493.1: no touched! length 6982
CUFF.2494.1: no touched! length 2032
CUFF.2495.1: no touched! length 1051
CUFF.2496.1: no touched! length 6109
CUFF.2497.1: no touched! length 1725
CUFF.2498.1: no touched! length 971
CUFF.2499.1: no touched! length 747
CUFF.2500.1: no touched! length 723
CUFF.2501.1: no touched! length 2342
CUFF.2502.1: no touched! length 1820
CUFF.2503.1: no touched! length 503
CUFF.2504.1: no touched! length 1260
CUFF.2505.1: no touched! length 2150
CUFF.2506.1: no touched! length 2336
CUFF.2507.1: no touched! length 4414
CUFF.2508.1: no touched! length 2027
CUFF.2509.1: no touched! length 1124
CUFF.2510.1: no touched! length 6238
CUFF.2511.1: no touched! length 1561
CUFF.2512.1: no touched! length 2477
CUFF.2513.1: no touched! length 608
CUFF.2514.1: no touched! length 1562
CUFF.2515.1: no touched! length 1293
CUFF.2516.1: no touched! length 2060
CUFF.2517.1: no touched! length 3799
CUFF.2518.1: no touched! length 3297
CUFF.2519.1: no touched! length 6457
CUFF.2520.1: no touched! length 3604
CUFF.2521.1: no touched! length 1174
CUFF.2522.1: no touched! length 1530
CUFF.2523.1: no touched! length 2242
CUFF.2524.1: no touched! length 2943
CUFF.2525.1: no touched! length 4778
CUFF.2526.1: no touched! length 420
CUFF.2527.1: no touched! length 2093
CUFF.2528.1: no touched! length 7893
CUFF.2529.1: no touched! length 1121
CUFF.2530.1: no touched! length 1069
CUFF.2531.1: no touched! length 2010
CUFF.2532.1: no touched! length 2153
CUFF.2533.1: no touched! length 653
CUFF.2534.1: no touched! length 7738
CUFF.2535.1: no touched! length 2106
CUFF.2536.1: no touched! length 5192
CUFF.2537.1: no touched! length 1146
CUFF.2538.1: no touched! length 2757
CUFF.2539.1: no touched! length 5989
CUFF.2540.1: no touched! length 797
CUFF.2541.1: no touched! length 978
CUFF.2542.1: no touched! length 1263
CUFF.2543.1: no touched! length 2966
CUFF.2544.1: no touched! length 3646
CUFF.2545.1: no touched! length 6765
CUFF.2546.1: no touched! length 9178
CUFF.2547.1: no touched! length 2554
CUFF.2548.1: no touched! length 1575
CUFF.2549.1: no touched! length 3392
CUFF.2550.1: no touched! length 2858
CUFF.2551.1: no touched! length 1160
CUFF.2552.1: no touched! length 4368
CUFF.2553.1: no touched! length 4086
CUFF.2554.1: no touched! length 1513
CUFF.2555.1: no touched! length 968
CUFF.2556.1: no touched! length 4320
CUFF.2557.1: no touched! length 2870
CUFF.2558.1: no touched! length 619
CUFF.2559.1: no touched! length 3057
CUFF.2560.1: no touched! length 3911
CUFF.2561.1: no touched! length 3835
CUFF.2562.1: no touched! length 1032
CUFF.2563.1: no touched! length 806
CUFF.2564.1: no touched! length 669
CUFF.2565.1: no touched! length 2860
CUFF.2566.1: no touched! length 1902
CUFF.2567.1: no touched! length 1243
CUFF.2568.1: no touched! length 1446
CUFF.2569.1: no touched! length 2338
CUFF.2570.1: no touched! length 1569
CUFF.2571.1: no touched! length 911
CUFF.2572.1: no touched! length 3805
CUFF.2573.1: no touched! length 3646
CUFF.2574.1: no touched! length 2323
CUFF.2575.1: no touched! length 2310
CUFF.2576.1: no touched! length 961
CUFF.2577.1: no touched! length 3327
CUFF.2578.1: no touched! length 1590
CUFF.2579.1: no touched! length 2115
CUFF.2580.1: no touched! length 357
CUFF.2581.1: no touched! length 5140
CUFF.2582.1: no touched! length 5450
CUFF.2583.1: no touched! length 1333
CUFF.2584.1: no touched! length 1603
CUFF.2585.1: no touched! length 3455
CUFF.2586.1: no touched! length 2254
CUFF.2587.1: no touched! length 9769
CUFF.2588.1: no touched! length 2862
CUFF.2589.1: no touched! length 2648
CUFF.2590.1: no touched! length 1043
CUFF.2591.1: no touched! length 1325
CUFF.2592.1: no touched! length 4937
CUFF.2593.1: no touched! length 4937
CUFF.2594.1: no touched! length 1829
CUFF.2595.1: no touched! length 4541
CUFF.2596.1: no touched! length 1747
CUFF.2597.1: no touched! length 531
CUFF.2598.1: no touched! length 3601
CUFF.2599.1: no touched! length 3772
CUFF.2600.1: no touched! length 2365
CUFF.2601.1: no touched! length 1542
CUFF.2602.1: no touched! length 2094
CUFF.2603.1: no touched! length 3124
CUFF.2604.1: no touched! length 1233
CUFF.2605.1: no touched! length 532
CUFF.2606.1: no touched! length 2260
CUFF.2607.1: no touched! length 1484
CUFF.2608.1: no touched! length 5750
CUFF.2609.1: no touched! length 1013
CUFF.2610.1: no touched! length 1630
CUFF.2611.1: no touched! length 639
CUFF.2612.1: no touched! length 2157
CUFF.2613.1: no touched! length 896
CUFF.2614.1: no touched! length 4899
CUFF.2615.1: no touched! length 2159
CUFF.2616.1: no touched! length 358
CUFF.2617.1: no touched! length 2249
CUFF.2618.1: no touched! length 2042
CUFF.2619.1: no touched! length 844
CUFF.2620.1: no touched! length 771
CUFF.2621.1: no touched! length 1110
CUFF.2622.1: no touched! length 2588
CUFF.2623.1: no touched! length 1371
CUFF.2624.1: no touched! length 2865
CUFF.2625.1: no touched! length 805
CUFF.2626.1: no touched! length 1734
CUFF.2627.1: no touched! length 2267
CUFF.2628.1: no touched! length 1693
CUFF.2629.1: no touched! length 2988
CUFF.2630.1: no touched! length 1103
CUFF.2631.1: no touched! length 3527
CUFF.2632.1: no touched! length 771
CUFF.2633.1: no touched! length 926
CUFF.2634.1: no touched! length 2686
CUFF.2635.1: no touched! length 827
CUFF.2636.1: no touched! length 898
CUFF.2637.1: no touched! length 3627
CUFF.2638.1: no touched! length 1543
CUFF.2639.1: no touched! length 1692
CUFF.2640.1: no touched! length 1743
CUFF.2641.1: no touched! length 1431
CUFF.2642.1: no touched! length 1298
CUFF.2643.1: no touched! length 1407
CUFF.2644.1: no touched! length 1355
CUFF.2645.1: no touched! length 1521
CUFF.2646.1: no touched! length 4656
CUFF.2647.1: no touched! length 8455
CUFF.2648.1: no touched! length 7143
CUFF.2649.1: no touched! length 3709
CUFF.2650.1: no touched! length 3155
CUFF.2651.1: no touched! length 6421
CUFF.2652.1: no touched! length 2583
CUFF.2653.1: no touched! length 1761
CUFF.2654.1: no touched! length 1462
CUFF.2655.1: no touched! length 680
CUFF.2656.1: no touched! length 444
CUFF.2657.1: no touched! length 5047
CUFF.2658.1: no touched! length 2620
CUFF.2659.1: no touched! length 1751
CUFF.2660.1: no touched! length 2148
CUFF.2661.1: no touched! length 1104
CUFF.2662.1: no touched! length 2895
CUFF.2663.1: no touched! length 4656
CUFF.2664.1: no touched! length 984
CUFF.2665.1: no touched! length 2604
CUFF.2666.1: no touched! length 1104
CUFF.2667.1: no touched! length 2312
CUFF.2668.1: no touched! length 3943
CUFF.2669.1: no touched! length 1156
CUFF.2670.1: no touched! length 683
CUFF.2671.1: no touched! length 3169
CUFF.2672.1: no touched! length 2030
CUFF.2673.1: no touched! length 949
CUFF.2674.1: no touched! length 436
CUFF.2675.1: no touched! length 1654
CUFF.2676.1: no touched! length 3329
CUFF.2677.1: no touched! length 3211
CUFF.2678.1: no touched! length 5337
CUFF.2679.1: no touched! length 1982
CUFF.2680.1: no touched! length 4618
CUFF.2681.1: no touched! length 1767
CUFF.2682.1: no touched! length 1683
CUFF.2683.1: no touched! length 861
CUFF.2684.1: no touched! length 1266
CUFF.2685.1: no touched! length 888
CUFF.2686.1: no touched! length 1476
CUFF.2687.1: no touched! length 1398
CUFF.2688.1: no touched! length 2527
CUFF.2689.1: no touched! length 1798
CUFF.2690.1: no touched! length 493
CUFF.2691.1: no touched! length 3867
CUFF.2692.1: no touched! length 3163
CUFF.2693.1: no touched! length 1823
CUFF.2694.1: no touched! length 1192
CUFF.2695.1: no touched! length 2662
CUFF.2696.1: no touched! length 606
CUFF.2697.1: no touched! length 5319
CUFF.2698.1: no touched! length 2846
CUFF.2699.1: no touched! length 619
CUFF.2700.1: no touched! length 1816
CUFF.2701.1: no touched! length 2445
CUFF.2702.1: no touched! length 1812
CUFF.2703.1: no touched! length 1398
CUFF.2704.1: no touched! length 1013
CUFF.2705.1: no touched! length 1062
CUFF.2706.1: no touched! length 2253
CUFF.2707.1: no touched! length 317
CUFF.2708.1: no touched! length 4715
CUFF.2709.1: no touched! length 1303
CUFF.2710.1: no touched! length 2791
CUFF.2711.1: no touched! length 2278
CUFF.2712.1: no touched! length 2544
CUFF.2713.1: no touched! length 577
CUFF.2714.1: no touched! length 1610
CUFF.2715.1: no touched! length 1267
CUFF.2716.1: no touched! length 2589
CUFF.2717.1: no touched! length 1782
CUFF.2718.1: no touched! length 3583
CUFF.2719.1: no touched! length 3662
CUFF.2720.1: no touched! length 2164
CUFF.2721.1: no touched! length 3393
CUFF.2722.1: no touched! length 3221
CUFF.2723.1: no touched! length 3959
CUFF.2724.1: no touched! length 4076
CUFF.2725.1: no touched! length 1170
CUFF.2726.1: no touched! length 2282
CUFF.2727.1: no touched! length 1723
CUFF.2728.1: no touched! length 2131
CUFF.2729.1: no touched! length 2523
CUFF.2730.1: no touched! length 373
CUFF.2731.1: no touched! length 2455
CUFF.2732.1: no touched! length 2093
CUFF.2733.1: no touched! length 1709
CUFF.2734.1: no touched! length 1133
CUFF.2735.1: no touched! length 1060
CUFF.2736.1: no touched! length 2357
CUFF.2737.1: no touched! length 1107
CUFF.2738.1: no touched! length 3827
CUFF.2739.1: no touched! length 1780
CUFF.2740.1: no touched! length 3136
CUFF.2741.1: no touched! length 3390
CUFF.2742.1: no touched! length 1010
CUFF.2743.1: no touched! length 1000
CUFF.2744.1: no touched! length 4476
CUFF.2745.1: no touched! length 1865
CUFF.2746.1: no touched! length 3447
CUFF.2747.1: no touched! length 2144
CUFF.2748.1: no touched! length 1711
CUFF.2749.1: no touched! length 838
CUFF.2750.1: no touched! length 2042
CUFF.2751.1: no touched! length 669
CUFF.2752.1: no touched! length 3662
CUFF.2753.1: no touched! length 2274
CUFF.2754.1: no touched! length 818
CUFF.2755.1: no touched! length 1916
CUFF.2756.1: no touched! length 1669
CUFF.2757.1: no touched! length 5636
CUFF.2758.1: no touched! length 6463
CUFF.2759.1: no touched! length 5217
CUFF.2760.1: no touched! length 3651
CUFF.2761.1: no touched! length 3043
CUFF.2762.1: no touched! length 4290
CUFF.2763.1: no touched! length 4202
CUFF.2764.1: no touched! length 1966
CUFF.2765.1: no touched! length 2587
CUFF.2766.1: no touched! length 2867
CUFF.2767.1: no touched! length 1649
CUFF.2768.1: no touched! length 2235
CUFF.2769.1: no touched! length 3893
CUFF.2770.1: no touched! length 2647
CUFF.2771.1: no touched! length 427
CUFF.2772.1: no touched! length 1037
CUFF.2773.1: no touched! length 2482
CUFF.2774.1: no touched! length 1325
CUFF.2775.1: no touched! length 2139
CUFF.2776.1: no touched! length 4402
CUFF.2777.1: no touched! length 1200
CUFF.2778.1: no touched! length 779
CUFF.2779.1: no touched! length 1058
CUFF.2780.1: no touched! length 1601
CUFF.2781.1: no touched! length 2103
CUFF.2782.1: no touched! length 1195
CUFF.2783.1: no touched! length 2936
CUFF.2784.1: no touched! length 5251
CUFF.2785.1: no touched! length 2667
CUFF.2786.1: no touched! length 3892
CUFF.2787.1: no touched! length 5118
CUFF.2788.1: no touched! length 2188
CUFF.2789.1: no touched! length 1791
CUFF.2790.1: no touched! length 1620
CUFF.2791.1: no touched! length 2978
CUFF.2792.1: no touched! length 4657
CUFF.2793.1: no touched! length 6033
CUFF.2794.1: no touched! length 2573
CUFF.2795.1: no touched! length 3120
CUFF.2796.1: no touched! length 3244
CUFF.2797.1: no touched! length 1220
CUFF.2798.1: no touched! length 1166
CUFF.2799.1: no touched! length 3591
CUFF.2800.1: no touched! length 1911
CUFF.2801.1: no touched! length 1266
CUFF.2802.1: no touched! length 385
CUFF.2803.1: no touched! length 4665
CUFF.2804.1: no touched! length 1135
CUFF.2805.1: no touched! length 2128
CUFF.2806.1: no touched! length 1711
CUFF.2807.1: no touched! length 3146
CUFF.2808.1: no touched! length 2821
CUFF.2809.1: no touched! length 2059
CUFF.2810.1: no touched! length 899
CUFF.2811.1: no touched! length 663
CUFF.2812.1: no touched! length 2591
CUFF.2813.1: no touched! length 1543
CUFF.2814.1: no touched! length 2177
CUFF.2815.1: no touched! length 2576
CUFF.2816.1: no touched! length 950
CUFF.2817.1: no touched! length 1062
CUFF.2818.1: no touched! length 2200
CUFF.2819.1: no touched! length 4284
CUFF.2820.1: no touched! length 3873
CUFF.2821.1: no touched! length 4950
CUFF.2822.1: no touched! length 603
CUFF.2823.1: no touched! length 4799
CUFF.2824.1: no touched! length 3739
CUFF.2825.1: no touched! length 7715
CUFF.2826.1: no touched! length 2171
CUFF.2827.1: no touched! length 932
CUFF.2828.1: no touched! length 2036
CUFF.2829.1: no touched! length 2526
CUFF.2830.1: no touched! length 2202
CUFF.2831.1: no touched! length 990
CUFF.2832.1: no touched! length 5509
CUFF.2833.1: no touched! length 965
CUFF.2834.1: no touched! length 3912
CUFF.2835.1: no touched! length 1059
CUFF.2836.1: no touched! length 2628
CUFF.2837.1: no touched! length 6553
CUFF.2838.1: no touched! length 407
CUFF.2839.1: no touched! length 1771
CUFF.2840.1: no touched! length 338
CUFF.2841.1: no touched! length 2030
CUFF.2842.1: no touched! length 2008
CUFF.2843.1: no touched! length 5831
CUFF.2844.1: no touched! length 3069
CUFF.2845.1: no touched! length 2916
CUFF.2846.1: no touched! length 586
CUFF.2847.1: no touched! length 4116
CUFF.2848.1: no touched! length 3645
CUFF.2849.1: no touched! length 4218
CUFF.2850.1: no touched! length 1844
CUFF.2851.1: no touched! length 5991
CUFF.2852.1: no touched! length 5328
CUFF.2853.1: no touched! length 4680
CUFF.2854.1: no touched! length 900
CUFF.2855.1: no touched! length 2678
CUFF.2856.1: no touched! length 1195
CUFF.2857.1: no touched! length 2976
CUFF.2858.1: no touched! length 1006
CUFF.2859.1: no touched! length 1708
CUFF.2860.1: no touched! length 428
CUFF.2861.1: no touched! length 1758
CUFF.2862.1: no touched! length 2333
CUFF.2863.1: no touched! length 8138
CUFF.2864.1: no touched! length 945
CUFF.2865.1: no touched! length 1236
CUFF.2866.1: no touched! length 2663
CUFF.2867.1: no touched! length 6188
CUFF.2868.1: no touched! length 906
CUFF.2869.1: no touched! length 1798
CUFF.2870.1: no touched! length 4341
CUFF.2871.1: no touched! length 2448
CUFF.2872.1: no touched! length 2478
CUFF.2873.1: no touched! length 2475
CUFF.2874.1: no touched! length 4378
CUFF.2875.1: no touched! length 5547
CUFF.2876.1: no touched! length 4112
CUFF.2877.1: no touched! length 2398
CUFF.2878.1: no touched! length 656
CUFF.2879.1: no touched! length 855
CUFF.2880.1: no touched! length 878
CUFF.2881.1: no touched! length 3538
CUFF.2882.1: no touched! length 2427
CUFF.2883.1: no touched! length 2704
CUFF.2884.1: no touched! length 812
CUFF.2885.1: no touched! length 2758
CUFF.2886.1: no touched! length 2912
CUFF.2887.1: no touched! length 2108
CUFF.2888.1: no touched! length 1823
CUFF.2889.1: no touched! length 2358
CUFF.2890.1: no touched! length 1868
CUFF.2891.1: no touched! length 4965
CUFF.2892.1: no touched! length 1747
CUFF.2893.1: no touched! length 1915
CUFF.2894.1: no touched! length 2771
CUFF.2895.1: no touched! length 1003
CUFF.2896.1: no touched! length 1215
CUFF.2897.1: no touched! length 2440
CUFF.2898.1: no touched! length 1232
CUFF.2899.1: no touched! length 2522
CUFF.2900.1: no touched! length 2052
CUFF.2901.1: no touched! length 3208
CUFF.2902.1: no touched! length 7172
CUFF.2903.1: no touched! length 1480
CUFF.2904.1: no touched! length 952
CUFF.2905.1: no touched! length 2004
CUFF.2906.1: no touched! length 1007
CUFF.2907.1: no touched! length 770
CUFF.2908.1: no touched! length 310
CUFF.2909.1: no touched! length 1682
CUFF.2910.1: no touched! length 1716
CUFF.2911.1: no touched! length 3291
CUFF.2912.1: no touched! length 2822
CUFF.2913.1: no touched! length 2091
CUFF.2914.1: no touched! length 8269
CUFF.2915.1: no touched! length 286
CUFF.2916.1: no touched! length 583
CUFF.2917.1: no touched! length 2272
CUFF.2918.1: no touched! length 2499
CUFF.2919.1: no touched! length 4691
CUFF.2920.1: no touched! length 1851
CUFF.2921.1: no touched! length 3448
CUFF.2922.1: no touched! length 1567
CUFF.2923.1: no touched! length 2371
CUFF.2924.1: no touched! length 4135
CUFF.2925.1: no touched! length 1447
CUFF.2926.1: no touched! length 713
CUFF.2927.1: no touched! length 428
CUFF.2928.1: no touched! length 3009
CUFF.2929.1: no touched! length 2637
CUFF.2930.1: no touched! length 1092
CUFF.2931.1: no touched! length 2431
CUFF.2932.1: no touched! length 901
CUFF.2933.1: no touched! length 7144
CUFF.2934.1: no touched! length 4523
CUFF.2935.1: no touched! length 5299
CUFF.2936.1: no touched! length 1637
CUFF.2937.1: no touched! length 3331
CUFF.2938.1: no touched! length 3316
CUFF.2939.1: no touched! length 928
CUFF.2940.1: no touched! length 5412
CUFF.2941.1: no touched! length 1564
CUFF.2942.1: no touched! length 1988
CUFF.2943.1: no touched! length 2706
CUFF.2944.1: no touched! length 813
CUFF.2945.1: no touched! length 641
CUFF.2946.1: no touched! length 649
CUFF.2947.1: no touched! length 4186
CUFF.2948.1: no touched! length 473
CUFF.2949.1: no touched! length 2989
CUFF.2950.1: no touched! length 3605
CUFF.2951.1: no touched! length 1483
CUFF.2952.1: no touched! length 3283
CUFF.2953.1: no touched! length 770
CUFF.2954.1: no touched! length 4534
CUFF.2955.1: no touched! length 1483
CUFF.2956.1: no touched! length 7312
CUFF.2957.1: no touched! length 3685
CUFF.2958.1: no touched! length 687
CUFF.2959.1: no touched! length 896
CUFF.2960.1: no touched! length 906
CUFF.2961.1: no touched! length 3087
CUFF.2962.1: no touched! length 5677
CUFF.2963.1: no touched! length 1475
CUFF.2964.1: no touched! length 5686
CUFF.2965.1: no touched! length 3310
CUFF.2966.1: no touched! length 2270
CUFF.2967.1: no touched! length 2099
CUFF.2968.1: no touched! length 503
CUFF.2969.1: no touched! length 3238
CUFF.2970.1: no touched! length 4747
CUFF.2971.1: no touched! length 1427
CUFF.2972.1: no touched! length 1575
CUFF.2973.1: no touched! length 856
CUFF.2974.1: no touched! length 1093
CUFF.2975.1: no touched! length 621
CUFF.2976.1: no touched! length 1476
CUFF.2977.1: no touched! length 1738
CUFF.2978.1: no touched! length 6645
CUFF.2979.1: no touched! length 2122
CUFF.2980.1: no touched! length 2468
CUFF.2981.1: no touched! length 1439
CUFF.2982.1: no touched! length 3912
CUFF.2983.1: no touched! length 1845
CUFF.2984.1: no touched! length 2542
CUFF.2985.1: no touched! length 2698
CUFF.2986.1: no touched! length 982
CUFF.2987.1: no touched! length 665
CUFF.2988.1: no touched! length 1352
CUFF.2989.1: no touched! length 1228
CUFF.2990.1: no touched! length 782
CUFF.2991.1: no touched! length 1911
CUFF.2992.1: no touched! length 1160
CUFF.2993.1: no touched! length 2811
CUFF.2994.1: no touched! length 1612
CUFF.2995.1: no touched! length 3754
CUFF.2996.1: no touched! length 3714
CUFF.2997.1: no touched! length 698
CUFF.2998.1: no touched! length 1117
CUFF.2999.1: no touched! length 1300
CUFF.3000.1: no touched! length 3015
CUFF.3001.1: no touched! length 1438
CUFF.3002.1: no touched! length 1704
CUFF.3003.1: no touched! length 837
CUFF.3004.1: no touched! length 1280
CUFF.3005.1: no touched! length 2566
CUFF.3006.1: no touched! length 3189
CUFF.3007.1: no touched! length 4080
CUFF.3008.1: no touched! length 1243
CUFF.3009.1: no touched! length 1392
CUFF.3010.1: no touched! length 1285
CUFF.3011.1: no touched! length 3389
CUFF.3012.1: no touched! length 2066
CUFF.3013.1: no touched! length 1057
CUFF.3014.1: no touched! length 963
CUFF.3015.1: no touched! length 4078
CUFF.3016.1: no touched! length 2898
CUFF.3017.1: no touched! length 1349
